Context,Word,Probability
        [MASK],Recht,0.00011038278171326965
       Recht [MASK],,2.5150934561679605e-06
      Recht  [MASK],selbstzufrieden,6.798415415687487e-05
     Recht  selbstzufrieden [MASK],,2.1246873984637205e-06
    Recht  selbstzufrieden  [MASK],streckte,1.3098348290441209e-06
   Recht  selbstzufrieden  streckte [MASK],er,0.003279265481978655
  Recht  selbstzufrieden  streckte er [MASK],die,0.0018620576011016965
 Recht  selbstzufrieden  streckte er die [MASK],Hand,0.006232939660549164
Recht  selbstzufrieden  streckte er die Hand [MASK],danach,0.00027078166021965444
 selbstzufrieden  streckte er die Hand danach [MASK],aus,0.009337583556771278
selbstzufrieden  streckte er die Hand danach aus [MASK],,7.761924791793717e-08
 streckte er die Hand danach aus  [MASK],Er,4.45787520675367e-07
streckte er die Hand danach aus  Er [MASK],musste,2.017312226598733e-06
er die Hand danach aus  Er musste [MASK],beides,0.0002017968217842281
die Hand danach aus  Er musste beides [MASK],wohl,0.00012324913404881954
Hand danach aus  Er musste beides wohl [MASK],gemeinsam,6.643052620347589e-05
danach aus  Er musste beides wohl gemeinsam [MASK],mit,0.0005600648000836372
aus  Er musste beides wohl gemeinsam mit [MASK],dem,0.010477535426616669
 Er musste beides wohl gemeinsam mit dem [MASK],Kaktus,7.363536269622273e-07
Er musste beides wohl gemeinsam mit dem Kaktus [MASK],,8.750480446906295e-06
musste beides wohl gemeinsam mit dem Kaktus  [MASK],dort,3.7907742807874456e-05
beides wohl gemeinsam mit dem Kaktus  dort [MASK],hingepfeffert,5.361118383007124e-05
wohl gemeinsam mit dem Kaktus  dort hingepfeffert [MASK],haben,0.0068533760495483875
gemeinsam mit dem Kaktus  dort hingepfeffert haben [MASK],,4.670177986554336e-07
mit dem Kaktus  dort hingepfeffert haben  [MASK],als,2.8835660486947745e-05
dem Kaktus  dort hingepfeffert haben  als [MASK],er,0.0015644943341612816
Kaktus  dort hingepfeffert haben  als er [MASK],die,0.0001846188388299197
 dort hingepfeffert haben  als er die [MASK],Kartons,1.6602334653725848e-05
dort hingepfeffert haben  als er die Kartons [MASK],zu,8.237754082074389e-05
hingepfeffert haben  als er die Kartons zu [MASK],retten,0.0007569094887003303
haben  als er die Kartons zu retten [MASK],versuchte,0.1458066999912262
 als er die Kartons zu retten versuchte [MASK],,2.7383975975681096e-06
als er die Kartons zu retten versuchte  [MASK],Au,7.645650157428463e-08
er die Kartons zu retten versuchte  Au [MASK],,4.265733544173145e-09
die Kartons zu retten versuchte  Au  [MASK],Tshhhh,3.7901653371363864e-08
Kartons zu retten versuchte  Au  Tshhhh [MASK],,3.114374036439216e-10
zu retten versuchte  Au  Tshhhh  [MASK],Ah,6.890229997225106e-06
retten versuchte  Au  Tshhhh  Ah [MASK],Haben,1.4854325627311482e-06
versuchte  Au  Tshhhh  Ah Haben [MASK],Sie,7.328229548875242e-05
 Au  Tshhhh  Ah Haben Sie [MASK],sich,0.0005703858914785087
Au  Tshhhh  Ah Haben Sie sich [MASK],gepikst,3.1645927265344653e-06
 Tshhhh  Ah Haben Sie sich gepikst [MASK],,2.1009320949616495e-09
Tshhhh  Ah Haben Sie sich gepikst  [MASK],Ja,4.900673502561403e-07
 Ah Haben Sie sich gepikst  Ja [MASK],,1.7210485259155917e-09
Ah Haben Sie sich gepikst  Ja  [MASK],jetzt,1.1765457202272955e-05
Haben Sie sich gepikst  Ja  jetzt [MASK],hab,1.1993441148661077e-05
Sie sich gepikst  Ja  jetzt hab [MASK],ich,0.0008165707113221288
sich gepikst  Ja  jetzt hab ich [MASK],nen,0.000457019719760865
gepikst  Ja  jetzt hab ich nen [MASK],Stachel,4.966923825122649e-06
 Ja  jetzt hab ich nen Stachel [MASK],im,9.132046398008242e-05
Ja  jetzt hab ich nen Stachel im [MASK],Finger,0.001046150573529303
 jetzt hab ich nen Stachel im Finger [MASK],,3.943665433325805e-06
jetzt hab ich nen Stachel im Finger  [MASK],Ah,1.3716822877540835e-07
hab ich nen Stachel im Finger  Ah [MASK],das,4.592977347783744e-05
ich nen Stachel im Finger  Ah das [MASK],tut,0.000832164369057864
nen Stachel im Finger  Ah das tut [MASK],,4.704971701130489e-08
Stachel im Finger  Ah das tut  [MASK],schweinisch,3.177484586558421e-07
im Finger  Ah das tut  schweinisch [MASK],,2.0714995940807057e-08
