Context,Word,Probability
        [MASK],,1.6024438309614197e-07
        [MASK],Sofie,5.121464710100554e-06
       Sofie [MASK],Amundsen,1.126899314840557e-05
      Sofie Amundsen [MASK],,1.141726215792005e-06
     Sofie Amundsen  [MASK],war,0.0005239424644969404
    Sofie Amundsen  war [MASK],auf,0.000156129477545619
   Sofie Amundsen  war auf [MASK],dem,0.0033529133070260286
  Sofie Amundsen  war auf dem [MASK],Heimweg,0.0009425650350749493
 Sofie Amundsen  war auf dem Heimweg [MASK],von,0.0002500087139196694
Sofie Amundsen  war auf dem Heimweg von [MASK],der,0.0011010149028152227
Amundsen  war auf dem Heimweg von der [MASK],Absender,1.2367486306175124e-05
 war auf dem Heimweg von der Absender [MASK],,1.0473246447872953e-07
war auf dem Heimweg von der Absender  [MASK],Das,1.5255897096722038e-06
auf dem Heimweg von der Absender  Das [MASK],erste,0.0004440192424226552
dem Heimweg von der Absender  Das erste [MASK],Stück,0.004827751312404871
Heimweg von der Absender  Das erste Stück [MASK],,6.8231697696319316e-06
von der Absender  Das erste Stück  [MASK],war,0.0012584368232637644
der Absender  Das erste Stück  war [MASK],sie,6.087348083383404e-05
Absender  Das erste Stück  war sie [MASK],mit,0.00032010680297389627
 Das erste Stück  war sie mit [MASK],Jorunn,0.00012988856178708375
Das erste Stück  war sie mit Jorunn [MASK],zusammen,0.0009013558737933636
erste Stück  war sie mit Jorunn zusammen [MASK],gegangen,0.00026160868583247066
Stück  war sie mit Jorunn zusammen gegangen [MASK],,1.3154794942238368e-07
 war sie mit Jorunn zusammen gegangen  [MASK],Sie,1.7968307020055363e-06
war sie mit Jorunn zusammen gegangen  Sie [MASK],hatten,0.0015719013754278421
sie mit Jorunn zusammen gegangen  Sie hatten [MASK],sich,0.0010807533981278539
mit Jorunn zusammen gegangen  Sie hatten sich [MASK],über,0.00037286453880369663
Jorunn zusammen gegangen  Sie hatten sich über [MASK],Roboter,1.3221027074905578e-05
zusammen gegangen  Sie hatten sich über Roboter [MASK],unterhalten,0.3086101710796356
gegangen  Sie hatten sich über Roboter unterhalten [MASK],,1.1805314414914392e-07
 Sie hatten sich über Roboter unterhalten  [MASK],Jorunn,2.6319527890450445e-08
Sie hatten sich über Roboter unterhalten  Jorunn [MASK],,4.160202848879635e-08
hatten sich über Roboter unterhalten  Jorunn  [MASK],hielt,4.938907295581885e-06
sich über Roboter unterhalten  Jorunn  hielt [MASK],das,6.333440978778526e-05
über Roboter unterhalten  Jorunn  hielt das [MASK],menschliche,5.84071585763013e-06
Roboter unterhalten  Jorunn  hielt das menschliche [MASK],Gehirn,0.06639405339956284
unterhalten  Jorunn  hielt das menschliche Gehirn [MASK],,2.8599208690138767e-06
 Jorunn  hielt das menschliche Gehirn  [MASK],für,0.0021722959354519844
Jorunn  hielt das menschliche Gehirn  für [MASK],einen,0.00047280994476750493
 hielt das menschliche Gehirn  für einen [MASK],komplizierten,7.590708992211148e-05
hielt das menschliche Gehirn  für einen komplizierten [MASK],Briefmarke,2.4099083020701073e-05
das menschliche Gehirn  für einen komplizierten Briefmarke [MASK],,8.728527518542251e-07
menschliche Gehirn  für einen komplizierten Briefmarke  [MASK],Sofie,4.079800497436281e-09
Gehirn  für einen komplizierten Briefmarke  Sofie [MASK],war,1.6431758922408335e-05
 für einen komplizierten Briefmarke  Sofie war [MASK],sich,0.0003015548281837255
für einen komplizierten Briefmarke  Sofie war sich [MASK],nicht,0.0016690391348674893
einen komplizierten Briefmarke  Sofie war sich nicht [MASK],so,0.0005472134216688573
komplizierten Briefmarke  Sofie war sich nicht so [MASK],sicher,0.39512526988983154
Briefmarke  Sofie war sich nicht so sicher [MASK],,9.420834317097615e-07
 Sofie war sich nicht so sicher  [MASK],ob,0.00020227784989401698
Sofie war sich nicht so sicher  ob [MASK],sie,0.008457004092633724
war sich nicht so sicher  ob sie [MASK],da,0.0015659962082281709
sich nicht so sicher  ob sie da [MASK],zustimmte,2.3599648557137698e-05
nicht so sicher  ob sie da zustimmte [MASK],,1.3560563729697606e-06
so sicher  ob sie da zustimmte  [MASK],Ein,4.082820851181168e-06
sicher  ob sie da zustimmte  Ein [MASK],Mensch,2.0494635464274324e-05
 ob sie da zustimmte  Ein Mensch [MASK],musste,9.47049556998536e-06
ob sie da zustimmte  Ein Mensch musste [MASK],doch,2.9665037800441496e-05
sie da zustimmte  Ein Mensch musste doch [MASK],mehr,0.0018204732332378626
da zustimmte  Ein Mensch musste doch mehr [MASK],sein,0.004828759003430605
zustimmte  Ein Mensch musste doch mehr sein [MASK],als,0.00011498710955493152
 Ein Mensch musste doch mehr sein als [MASK],eine,0.002898060716688633
Ein Mensch musste doch mehr sein als eine [MASK],Maschine,0.05403425917029381
Mensch musste doch mehr sein als eine Maschine [MASK],,9.2946180529907e-07
musste doch mehr sein als eine Maschine  [MASK],Beim,3.034040219063172e-07
doch mehr sein als eine Maschine  Beim [MASK],Supermarkt,5.2688814321300015e-05
mehr sein als eine Maschine  Beim Supermarkt [MASK],,0.00011911665205843747
sein als eine Maschine  Beim Supermarkt  [MASK],hatten,4.664994776248932e-05
als eine Maschine  Beim Supermarkt  hatten [MASK],sie,0.003189960727468133
eine Maschine  Beim Supermarkt  hatten sie [MASK],sich,0.00014206768537405878
