Context,Word,Probability
die Augen  Ich bin Sofie Amundsen  [MASK],sagte,5.970188431092538e-05
Augen  Ich bin Sofie Amundsen  sagte [MASK],sie,0.0008126281900331378
 Ich bin Sofie Amundsen  sagte sie [MASK],,7.320614372474665e-07
Ich bin Sofie Amundsen  sagte sie  [MASK],Das,1.6563138842684566e-06
bin Sofie Amundsen  sagte sie  Das [MASK],Mädchen,0.00767709594219923
Sofie Amundsen  sagte sie  Das Mädchen [MASK],im,5.770804636995308e-05
Amundsen  sagte sie  Das Mädchen im [MASK],Spiegel,0.033742185682058334
 sagte sie  Das Mädchen im Spiegel [MASK],schnitt,5.0728567657643e-07
sagte sie  Das Mädchen im Spiegel schnitt [MASK],als,0.00018796270887833089
sie  Das Mädchen im Spiegel schnitt als [MASK],Antwort,0.003386058611795306
 Das Mädchen im Spiegel schnitt als Antwort [MASK],,2.9556977096945047e-06
Das Mädchen im Spiegel schnitt als Antwort  [MASK],nicht,0.0008265505312010646
Mädchen im Spiegel schnitt als Antwort  nicht [MASK],einmal,0.001414462924003601
im Spiegel schnitt als Antwort  nicht einmal [MASK],die,0.0010284370509907603
Spiegel schnitt als Antwort  nicht einmal die [MASK],kleinste,9.40766985877417e-05
schnitt als Antwort  nicht einmal die kleinste [MASK],Mensch,2.021841282839887e-05
als Antwort  nicht einmal die kleinste Mensch [MASK],,9.177895776701916e-08
Antwort  nicht einmal die kleinste Mensch  [MASK],Egal,1.6505336475347576e-07
 nicht einmal die kleinste Mensch  Egal [MASK],was,1.3699615919904318e-05
nicht einmal die kleinste Mensch  Egal was [MASK],Sofie,3.2771160363154195e-07
einmal die kleinste Mensch  Egal was Sofie [MASK],auch,0.00013932870933786035
die kleinste Mensch  Egal was Sofie auch [MASK],machte,0.0003947388904634863
kleinste Mensch  Egal was Sofie auch machte [MASK],,8.566740916648996e-07
Mensch  Egal was Sofie auch machte  [MASK],sie,1.599644383531995e-05
 Egal was Sofie auch machte  sie [MASK],machte,1.5574942153762095e-05
Egal was Sofie auch machte  sie machte [MASK],genau,1.1041318430216052e-05
